Record ,longitude,latitude,Elev,Trend,Elev,Elev (KPB),Elev difference,Cluster #,Time bin
1405.0,-106.4480852,47.61733628,811.0,57.0,811.0,772.2549046,38.7450954,0,3
1225.0,-106.4894551,47.61858812,819.0,138.0,819.0,779.911439,39.088561,0,3
1434.0,-106.4392332,47.61580106,812.0,114.0,812.0,770.2453561,41.7546439,0,3
1411.0,-106.4491525,47.6155052,817.0,32.0,817.0,771.9072816,45.0927184,0,3
1222.0,-106.4964821,47.61532933,826.0,164.0,826.0,780.1966822,45.8033178,0,3
2399.0,-106.0784483,47.60767642,734.0,17.0,734.0,704.4722357,29.5277643,0,3
2397.0,-106.0779308,47.60839212,736.0,31.0,736.0,704.5909446,31.4090554,0,3
2395.0,-106.0774009,47.60915293,737.0,39.0,737.0,704.720967,32.279033,0,3
2382.0,-106.0832098,47.60952112,751.0,156.0,751.0,705.84814,45.15186,0,3
2379.0,-106.0839729,47.61103456,756.0,5.0,756.0,706.4241079,49.5758921,0,3
850.0,-106.4941765,47.68662368,827.0,40.0,827.0,800.6294123,26.3705877,0,3
867.0,-106.5049016,47.67590187,826.0,31.9,826.0,799.383111,26.616889,0,3
1107.0,-106.48363,47.64834814,832.0,139.0,832.0,787.5855118,44.4144882,0,3
1119.0,-106.4822052,47.64693588,832.0,135.0,832.0,786.9199737,45.0800263,0,3
1084.0,-106.4856926,47.64970714,834.0,152.0,834.0,788.3439355,45.6560645,0,3
2011.0,-106.162937,47.65927288,762.0,89.0,762.0,734.425817,27.574183,0,3
2126.0,-106.1214998,47.65164134,757.0,114.0,757.0,724.9239014,32.0760986,0,3
2119.0,-106.1262339,47.65195487,758.0,100.0,758.0,725.8449569,32.1550431,0,3
2026.0,-106.1252185,47.67844558,777.0,35.0,777.0,733.4411439,43.5588561,0,3
1931.0,-106.1517572,47.68504759,785.0,61.7,785.0,740.0284068,44.9715932,0,3
2027.0,-106.0731016,47.70915954,759.0,169.0,759.0,733.3360765,25.6639235,0,3
1884.0,-106.0941383,47.72890896,769.0,147.3,769.0,742.8157538,26.1842462,0,3
1861.0,-106.0955579,47.73109987,770.0,144.1,770.0,743.7061659,26.2938341,0,3
1870.0,-106.0877298,47.73497139,770.0,84.2,770.0,743.4731902,26.5268098,0,3
1871.0,-106.0877298,47.73497139,770.0,83.0,770.0,743.4731902,26.5268098,0,3
1858.0,-106.0958836,47.73200553,772.0,146.0,772.0,744.0293433,27.9706567,0,3
1857.0,-106.0958836,47.73200553,773.0,146.2,773.0,744.0293433,28.9706567,0,3
2000.0,-106.0762374,47.7151317,765.0,154.0,765.0,735.6388277,29.3611723,0,3
1890.0,-106.0930995,47.72770416,772.0,152.1,772.0,742.2786334,29.7213666,0,3
1891.0,-106.0930995,47.72770416,772.0,154.0,772.0,742.2786334,29.7213666,0,3
1875.0,-106.0949709,47.72981879,773.0,144.6,773.0,743.2287372,29.7712628,0,3
1876.0,-106.0949709,47.72981879,773.0,145.0,773.0,743.2287372,29.7712628,0,3
1978.0,-106.089036,47.71125886,767.0,174.0,767.0,736.740623,30.259377,0,3
1920.0,-106.067926,47.73705593,783.0,122.0,783.0,740.6230459,42.3769541,0,3
1985.0,-106.0600366,47.72753747,779.0,123.0,779.0,736.4482039,42.5517961,0,3
1618.0,-106.1135426,47.77769698,787.0,75.0,787.0,760.5299862,26.4700138,0,3
1625.0,-106.1115928,47.7776529,788.0,77.0,788.0,760.1766921,27.8233079,0,3
1694.0,-106.1411257,47.74802146,785.0,71.0,785.0,756.6441689,28.3558311,0,3
1626.0,-106.1145846,47.77586033,790.0,80.0,790.0,760.1740765,29.8259235,0,3
1692.0,-106.1447745,47.74650048,788.0,72.0,788.0,756.8379803,31.1620197,0,3
1700.0,-106.1334526,47.74977108,789.0,78.0,789.0,755.816059,33.183941,0,3
1698.0,-106.1370044,47.74929506,791.0,80.0,791.0,756.2945257,34.7054743,0,3
1726.0,-106.1105489,47.75809298,789.0,116.0,789.0,754.2527689,34.7472311,0,3
1696.0,-106.1388145,47.74909715,792.0,76.0,792.0,756.5551325,35.4448675,0,3
1740.0,-106.1338101,47.74166057,798.0,18.0,798.0,753.4971692,44.5028308,0,3
1735.0,-106.1337245,47.74263318,799.0,156.0,799.0,753.7675376,45.2324624,0,3
1744.0,-106.1341681,47.74094621,800.0,176.0,800.0,753.3504072,46.6495928,0,3
1878.0,-106.0345685,47.7653984,775.0,45.0,775.0,743.1194921,31.8805079,0,3
1880.0,-106.034969,47.76472896,775.0,32.0,775.0,742.9938489,32.0061511,0,3
1791.0,-106.0892608,47.75273641,788.0,110.0,788.0,748.9579818,39.0420182,0,3
1806.0,-106.0853067,47.75186511,789.0,110.0,789.0,748.0110765,40.9889235,0,3
1817.0,-106.0830814,47.75135526,790.0,111.0,790.0,747.471112,42.528888,0,3
1924.0,-106.0555855,47.74352251,784.0,38.0,784.0,740.3638907,43.6361093,0,3
1749.0,-106.0794411,47.77274114,800.0,82.0,800.0,753.1160588,46.8839412,0,3
379.0,-107.3322912,47.2726354,901.0,61.0,901.0,829.2523758,71.7476242,0,4
613.0,-107.272884,47.25746071,882.0,116.0,882.0,814.1899946,67.8100054,0,4
518.0,-107.2743133,47.27662699,895.0,94.0,895.0,820.0003993,74.9996007,0,4
590.0,-107.2421067,47.28297623,884.0,115.0,884.0,816.0607518,67.9392482,0,4
1131.0,-107.0220715,47.31527378,837.0,121.0,837.0,786.047091,50.952909,0,4
1509.0,-106.9317158,47.30310992,833.0,162.0,833.0,766.3768075,66.6231925,0,4
488.0,-107.1777717,47.34448234,888.0,43.0,888.0,822.3682072,65.6317928,0,4
668.0,-107.1239639,47.33914841,883.0,15.0,883.0,811.1929367,71.8070633,0,4
515.0,-107.1504535,47.35348416,892.0,31.0,892.0,820.091178,71.908822,0,4
675.0,-107.1238052,47.3381615,883.0,50.0,883.0,810.8817722,72.1182278,0,4
688.0,-107.1213347,47.33696544,883.0,32.0,883.0,810.0900957,72.9099043,0,4
524.0,-107.149979,47.35223325,893.0,166.0,893.0,819.6425132,73.3574868,0,4
799.0,-107.084955,47.33588753,854.0,122.0,854.0,803.2723556,50.7276444,0,4
776.0,-107.1000203,47.3325798,874.0,75.0,874.0,805.0064253,68.9935747,0,4
1970.0,-106.7270096,47.32866803,791.0,123.0,791.0,737.3469625,53.6530375,0,4
1784.0,-106.7546674,47.3541097,805.0,122.0,805.0,749.684094,55.315906,0,4
1775.0,-106.7562619,47.35507511,806.0,137.0,806.0,750.2469026,55.7530974,0,4
1932.0,-106.7402558,47.32940347,796.0,70.0,796.0,739.9180788,56.0819212,0,4
1780.0,-106.7566449,47.35384544,807.0,127.0,807.0,749.9577791,57.0422209,0,4
1843.0,-106.769526,47.32840626,804.0,95.0,804.0,744.8363102,59.1636898,0,4
1782.0,-106.7439733,47.36069791,809.0,137.0,809.0,749.7007652,59.2992348,0,4
1915.0,-106.7445286,47.32973443,802.0,53.0,802.0,740.7756302,61.2243698,0,4
1954.0,-106.7280274,47.33187418,801.0,108.0,801.0,738.4621433,62.5378567,0,4
1757.0,-106.7558805,47.36113698,819.0,98.0,819.0,751.9463495,67.0536505,0,4
1760.0,-106.7549506,47.36105224,820.0,104.0,820.0,751.756298,68.243702,0,4
2489.0,-106.4537971,47.34420306,758.0,108.0,758.0,693.3930182,64.6069818,0,4
2477.0,-106.4235884,47.36892305,750.0,63.0,750.0,695.2782496,54.7217504,0,4
2593.0,-106.3729759,47.34279728,745.0,3.0,745.0,678.6801335,66.3198665,0,4
90.0,-107.3959627,47.36907604,934.0,14.0,934.0,868.5936953,65.4063047,0,4
1.0,-107.4060556,47.39438514,952.0,39.0,952.0,877.7275668,74.2724332,0,4
81.0,-107.3672266,47.39054162,938.0,64.0,938.0,869.6522994,68.3477006,0,4
135.0,-107.3395905,47.38139961,931.0,44.0,931.0,862.0520742,68.9479258,0,4
136.0,-107.3400756,47.38098476,932.0,22.0,932.0,862.0175893,69.9824107,0,4
89.0,-107.3583315,47.39254281,942.0,48.0,942.0,868.6352952,73.3647048,0,4
88.0,-107.3564583,47.39421913,943.0,33.0,943.0,868.782976,74.217024,0,4
91.0,-107.3598661,47.39129638,943.0,56.0,943.0,868.5495762,74.4504238,0,4
270.0,-107.2064967,47.391347,892.0,46.0,892.0,841.0985321,50.9014679,0,4
269.0,-107.2075644,47.3908945,894.0,38.0,894.0,841.1578637,52.8421363,0,4
280.0,-107.1905619,47.3947033,895.0,69.0,895.0,839.2219983,55.7780017,0,4
278.0,-107.1922114,47.39421283,903.0,49.0,903.0,839.3741845,63.6258155,0,4
353.0,-107.1341879,47.40226419,883.0,78.5,883.0,831.3371472,51.6628528,0,4
873.0,-107.0000951,47.37314301,853.0,120.0,853.0,798.940766,54.059234,0,4
817.0,-107.0042855,47.38199642,865.0,97.0,865.0,802.2586177,62.7413823,0,4
823.0,-107.0020643,47.38281813,865.0,61.0,865.0,802.1016614,62.8983386,0,4
619.0,-107.0206918,47.41190757,877.0,127.0,877.0,813.8766239,63.1233761,0,4
824.0,-107.0031855,47.38198866,866.0,72.0,866.0,802.0603528,63.9396472,0,4
1652.0,-106.733463,47.3980212,812.0,74.0,812.0,758.7130857,53.2869143,0,4
1656.0,-106.7325366,47.39765727,812.0,83.0,812.0,758.4397828,53.5602172,0,4
1703.0,-106.7443643,47.38138855,818.0,35.0,818.0,755.8005093,62.1994907,0,4
1637.0,-106.7509683,47.39037633,822.0,155.0,822.0,759.5922588,62.4077412,0,4
1741.0,-106.749856,47.3699847,817.0,157.0,817.0,753.4545874,63.5454126,0,4
110.0,-107.2533558,47.44730671,922.0,21.0,922.0,865.7004545,56.2995455,0,4
146.0,-107.2019875,47.45799675,910.0,162.0,910.0,859.6157826,50.3842174,0,4
148.0,-107.2022811,47.4567673,912.0,126.0,912.0,859.3133912,52.6866088,0,4
471.0,-107.0130115,47.44932373,876.0,117.0,876.0,823.3821912,52.6178088,0,4
536.0,-107.0430666,47.41528126,872.0,156.0,872.0,818.8491924,53.1508076,0,4
479.0,-107.0124053,47.44803859,878.0,158.0,878.0,822.8974911,55.1025089,0,4
482.0,-107.010883,47.44847024,878.0,120.0,878.0,822.7540975,55.2459025,0,4
519.0,-107.0034806,47.44322776,882.0,100.0,882.0,819.911519,62.088481,0,4
527.0,-107.0022361,47.44189073,882.0,62.0,882.0,819.2988688,62.7011312,0,4
826.0,-106.8986267,47.44579557,852.0,133.0,852.0,801.988229,50.011771,0,4
877.0,-106.8901918,47.43991501,849.0,162.0,849.0,798.7754499,50.2245501,0,4
837.0,-106.896968,47.44467123,852.0,128.0,852.0,801.3654619,50.6345381,0,4
870.0,-106.8859619,47.44365607,850.0,54.0,850.0,799.1107687,50.8892313,0,4
993.0,-106.8812273,47.42433314,844.0,117.0,844.0,792.6473943,51.3526057,0,4
975.0,-106.8755125,47.43254344,847.0,119.0,847.0,794.0185835,52.9814165,0,4
858.0,-106.8919504,47.44235158,853.0,118.0,853.0,799.7974742,53.2025258,0,4
866.0,-106.8882042,47.4433042,853.0,98.0,853.0,799.4092694,53.5907306,0,4
849.0,-106.9085541,47.43530943,855.0,41.0,855.0,800.7032917,54.2967083,0,4
996.0,-106.8851029,47.42147093,849.0,29.0,849.0,792.5039377,56.4960623,0,4
1038.0,-106.8469998,47.43745172,850.0,126.0,850.0,790.3780033,59.6219967,0,4
951.0,-106.8638859,47.44390921,855.0,160.0,855.0,795.2586525,59.7413475,0,4
946.0,-106.8586913,47.44781792,859.0,170.0,859.0,795.4736999,63.5263001,0,4
1010.0,-106.8524698,47.43912714,857.0,120.0,857.0,791.8352073,65.1647927,0,4
2048.0,-106.5055341,47.44184254,800.0,34.0,800.0,731.0973672,68.9026328,0,4
2290.0,-106.4181349,47.43620838,765.0,112.0,765.0,713.9945379,51.0054621,0,4
2314.0,-106.4011102,47.43935118,765.0,8.0,765.0,711.9047826,53.0952174,0,4
2346.0,-106.4051643,47.42922345,764.0,33.0,764.0,709.6612835,54.3387165,0,4
2514.0,-106.3161974,47.41739396,762.0,85.0,762.0,690.4860979,71.5139021,0,4
129.0,-107.3257364,47.49550617,948.0,158.0,948.0,892.6055801,55.3944199,0,4
209.0,-107.2560774,47.49725846,931.0,24.0,931.0,880.6599508,50.3400492,0,4
215.0,-107.2532117,47.49545213,930.0,139.7,930.0,879.6259956,50.3740044,0,4
8.0,-107.2807727,47.47024179,928.0,33.0,928.0,877.2483032,50.7516968,0,4
211.0,-107.2538799,47.49710373,931.0,161.8,931.0,880.2219212,50.7780788,0,4
184.0,-107.2776191,47.49613952,935.0,140.0,935.0,884.1863011,50.8136989,0,4
25.0,-107.2528358,47.48418428,929.0,69.0,929.0,876.2935182,52.7064818,0,4
203.0,-107.2868308,47.48017253,934.0,24.0,934.0,881.2078053,52.7921947,0,4
210.0,-107.3013381,47.46860685,935.0,44.0,935.0,880.451498,54.548502,0,4
194.0,-107.29322,47.47966693,937.0,102.0,937.0,882.2024165,54.7975835,0,4
201.0,-107.2884729,47.47977981,937.0,95.0,937.0,881.3870562,55.6129438,0,4
13.0,-107.2700224,47.47607937,936.0,120.0,936.0,877.0146492,58.9853508,0,4
24.0,-107.2685766,47.47456023,937.0,85.0,937.0,876.3164835,60.6835165,0,4
18.0,-107.2780596,47.47010678,939.0,98.0,939.0,876.7231504,62.2768496,0,4
191.0,-107.2956586,47.47958211,945.0,160.0,945.0,882.6144182,62.3855818,0,4
275.0,-107.017723,47.5044826,891.0,50.3,891.0,840.2455475,50.7544525,0,4
291.0,-107.0066227,47.50417353,889.0,37.5,889.0,838.1808199,50.8191801,0,4
294.0,-107.0075391,47.50313167,889.0,46.5,889.0,838.0394208,50.9605792,0,4
321.0,-107.0163602,47.48762547,888.0,58.0,888.0,835.1056324,52.8943676,0,4
301.0,-107.0287741,47.48628161,891.0,119.0,891.0,836.9268049,54.0731951,0,4
300.0,-107.0294898,47.48728577,892.0,125.0,892.0,837.3465113,54.6534887,0,4
317.0,-107.0203399,47.48581868,891.0,67.0,891.0,835.2901106,55.7098894,0,4
315.0,-107.0112279,47.49193591,894.0,12.0,894.0,835.4436988,58.5563012,0,4
319.0,-107.010978,47.49130141,894.0,178.0,894.0,835.2172628,58.7827372,0,4
344.0,-106.9878015,47.49562899,896.0,30.0,896.0,832.3455107,63.6544893,0,4
386.0,-107.0108417,47.46930252,893.0,36.0,893.0,828.7993995,64.2006005,0,4
345.0,-106.9878015,47.49562899,897.0,30.2,897.0,832.3455069,64.6544931,0,4
443.0,-107.0051271,47.46176291,891.0,50.0,891.0,825.5887417,65.4112583,0,4
289.0,-107.0225694,47.49478684,908.0,4.0,908.0,838.2913683,69.7086317,0,4
409.0,-107.0046577,47.46860997,899.0,130.0,899.0,827.4952505,71.5047495,0,4
418.0,-107.0023725,47.468191,900.0,115.0,900.0,826.9675791,73.0324209,0,4
412.0,-107.0012514,47.47011826,901.0,81.0,901.0,827.3262636,73.6737364,0,4
295.0,-107.0226892,47.4937589,912.0,8.0,912.0,838.014202,73.985798,0,4
564.0,-106.8940072,47.5010864,868.0,84.0,868.0,817.2543,50.7457,0,4
856.0,-106.8481538,47.46925162,851.0,173.0,851.0,799.8408035,51.1591965,0,4
588.0,-106.890967,47.49925593,868.0,106.0,868.0,816.1807084,51.8192916,0,4
897.0,-106.8501231,47.4614632,850.0,22.0,850.0,797.9225968,52.0774032,0,4
727.0,-106.855531,47.49220435,861.0,109.0,861.0,807.8319636,53.1680364,0,4
876.0,-106.8474447,47.46605961,853.0,169.0,853.0,798.7854016,54.2145984,0,4
797.0,-106.8557525,47.47701146,858.0,67.0,858.0,803.4462051,54.5537949,0,4
806.0,-106.8541656,47.47566938,859.0,31.0,859.0,802.7751625,56.2248375,0,4
1218.0,-106.6823382,47.50294832,832.0,166.0,832.0,780.238385,51.761615,0,4
1406.0,-106.6458449,47.49735019,827.0,153.0,827.0,772.1381147,54.8618853,0,4
1412.0,-106.6454455,47.49646509,830.0,180.0,830.0,771.8088218,58.1911782,0,4
1332.0,-106.6540921,47.50501502,835.0,134.0,835.0,775.8346945,59.1653055,0,4
1475.0,-106.6853831,47.46158324,829.0,79.0,829.0,768.713572,60.286428,0,4
1447.0,-106.682262,47.4664792,830.0,19.0,830.0,769.5870352,60.4129648,0,4
1399.0,-106.7043658,47.46348917,836.0,144.0,836.0,772.6340879,63.3659121,0,4
1220.0,-106.677867,47.50556936,846.0,36.0,846.0,780.2102009,65.7897991,0,4
1364.0,-106.6473032,47.50406896,841.0,52.0,841.0,774.3584613,66.6415387,0,4
1500.0,-106.6418328,47.48109378,835.0,107.0,835.0,766.6839039,68.3160961,0,4
1403.0,-106.69126,47.47064802,841.0,133.0,841.0,772.3979166,68.6020834,0,4
1276.0,-106.6827589,47.49533857,847.0,117.0,847.0,778.0895955,68.9104045,0,4
1372.0,-106.6472011,47.50335057,845.0,50.0,845.0,774.1277911,70.8722089,0,4
1162.0,-106.708126,47.50048839,855.0,144.0,855.0,784.0865543,70.9134457,0,4
1296.0,-106.6915767,47.48671438,851.0,55.0,851.0,777.1400617,73.8599383,0,4
1420.0,-106.6759949,47.47554236,845.0,72.0,845.0,771.1198143,73.8801857,0,4
1355.0,-106.6581078,47.49885617,849.0,114.0,849.0,774.749613,74.250387,0,4
1398.0,-106.6352846,47.50575274,825.0,68.0,825.0,772.7214833,52.2785167,0,4
1624.0,-106.5924566,47.48904293,813.0,126.0,813.0,760.2619617,52.7380383,0,4
1386.0,-106.6392085,47.50595765,828.0,124.0,828.0,773.4754806,54.5245194,0,4
1644.0,-106.5890686,47.4871913,823.0,156.0,823.0,759.1211248,63.8788752,0,4
1414.0,-106.6272607,47.5069467,837.0,118.0,837.0,771.6481748,65.3518252,0,4
1612.0,-106.6030436,47.4840183,832.0,55.0,832.0,760.6679251,71.3320749,0,4
1728.0,-106.5574057,47.48892156,805.0,7.0,805.0,754.0264043,50.9735957,0,4
1733.0,-106.5625608,47.48503614,808.0,61.0,808.0,753.8018546,54.1981454,0,4
1731.0,-106.5615254,47.48593208,810.0,54.0,810.0,753.8822595,56.1177405,0,4
1944.0,-106.4958075,47.47489466,794.0,89.0,794.0,739.0335667,54.9664333,0,4
1947.0,-106.4949993,47.47447328,795.0,117.0,795.0,738.7670531,56.2329469,0,4
1948.0,-106.4960412,47.47377582,797.0,76.0,797.0,738.7490449,58.2509551,0,4
2248.0,-106.3753729,47.4762048,775.0,15.8,775.0,718.1468339,56.8531661,0,4
2234.0,-106.3746132,47.47862544,776.0,358.0,776.0,718.7231507,57.2768493,0,4
2105.0,-106.3922788,47.49468106,785.0,57.0,785.0,726.5374433,58.4625567,0,4
2241.0,-106.3746568,47.47775209,777.0,5.2,777.0,718.4724426,58.5275574,0,4
2231.0,-106.3743897,47.4797259,779.0,20.4,779.0,719.0041945,59.9958055,0,4
2313.0,-106.3556347,47.46682079,765.0,69.0,765.0,711.9181081,53.0818919,0,4
2433.0,-106.2903978,47.46833848,752.0,60.0,752.0,700.8569824,51.1430176,0,4
2423.0,-106.2811933,47.47891563,757.0,56.0,757.0,702.3360675,54.6639325,0,4
34.0,-107.3136753,47.5388805,954.0,25.0,954.0,903.0081911,50.9918089,0,4
88.0,-107.2967962,47.52483125,947.0,134.0,947.0,895.9232191,51.0767809,0,4
83.0,-107.2978515,47.52496308,948.0,120.0,948.0,896.1500313,51.8499687,0,4
100.0,-107.3155211,47.51048871,950.0,88.0,950.0,895.1184528,54.8815472,0,4
55.0,-107.1845245,47.51522882,924.0,15.0,924.0,873.0924859,50.9075141,0,4
94.0,-107.1706188,47.5075293,920.0,58.0,920.0,868.3803164,51.6196836,0,4
92.0,-107.1696683,47.50831217,921.0,66.0,921.0,868.4391416,52.5608584,0,4
95.0,-107.168317,47.50871568,922.0,59.3,922.0,868.3122559,53.6877441,0,4
633.0,-106.8201945,47.53152677,866.0,90.0,866.0,813.0047779,52.9952221,0,4
639.0,-106.8186569,47.53163215,866.0,102.0,866.0,812.7644587,53.2355413,0,4
648.0,-106.8157782,47.53060698,868.0,133.0,868.0,811.9557606,56.0442394,0,4
553.0,-106.82977,47.5428652,875.0,79.0,875.0,818.0063777,56.9936223,0,4
818.0,-106.7787902,47.51962399,860.0,88.0,860.0,802.1945306,57.8054694,0,4
754.0,-106.8092598,47.51530489,870.0,79.0,870.0,806.3408853,63.6591147,0,4
767.0,-106.8041498,47.51579935,872.0,102.0,872.0,805.5793313,66.4206687,0,4
692.0,-106.7902743,47.53896257,877.0,69.0,877.0,809.8662984,67.1337016,0,4
800.0,-106.7781448,47.52332331,873.0,131.0,873.0,803.1577706,69.8422294,0,4
724.0,-106.7849385,47.53561741,879.0,132.0,879.0,807.9446981,71.0553019,0,4
740.0,-106.7815182,47.53388894,880.0,122.0,880.0,806.8347622,73.1652378,0,4
1363.0,-106.5807896,47.54482254,825.0,151.0,825.0,774.4856423,50.5143577,0,4
1373.0,-106.5796998,47.54393774,825.0,129.0,825.0,774.0352782,50.9647218,0,4
1324.0,-106.5900025,47.54492912,828.0,125.0,828.0,776.1447231,51.8552769,0,4
1303.0,-106.5923241,47.54611166,831.0,128.0,831.0,776.9013078,54.0986922,0,4
1497.0,-106.5292834,47.54999315,819.0,72.0,819.0,766.8939594,52.1060406,0,4
1586.0,-106.5062375,47.55001024,815.0,66.0,815.0,762.8312463,52.1687537,0,4
1635.0,-106.5090648,47.53738462,814.0,99.0,814.0,759.6399029,54.3600971,0,4
1600.0,-106.5139484,47.54224225,817.0,163.0,817.0,761.9207204,55.0792796,0,4
1629.0,-106.5096505,47.53880762,816.0,21.0,816.0,760.1572989,55.8427011,0,4
1602.0,-106.5131522,47.54182085,818.0,161.0,818.0,761.6584908,56.3415092,0,4
1620.0,-106.5097057,47.53980569,817.0,36.0,817.0,760.4601842,56.5398158,0,4
1608.0,-106.5097158,47.5410833,818.0,122.0,818.0,760.8360791,57.1639209,0,4
1611.0,-106.5099478,47.54036939,820.0,119.0,820.0,760.6688283,59.3311717,0,4
1621.0,-106.5085729,47.54015353,821.0,156.0,821.0,760.3631241,60.6368759,0,4
1614.0,-106.5090411,47.54072326,822.0,150.0,822.0,760.6131195,61.3868805,0,4
1680.0,-106.4949739,47.53810909,811.0,60.0,811.0,757.3633409,53.6366591,0,4
1695.0,-106.4891253,47.53897703,811.0,39.0,811.0,756.5837337,54.4162663,0,4
1809.0,-106.4755087,47.51732345,804.0,170.0,804.0,747.8501308,56.1498692,0,4
1689.0,-106.4930229,47.53772059,817.0,74.0,817.0,756.9046393,60.0953607,0,4
1927.0,-106.3762412,47.55107722,800.0,65.0,800.0,740.2128079,59.7871921,0,4
2408.0,-106.217789,47.52139402,756.0,91.0,756.0,703.6210154,52.3789846,0,4
2403.0,-106.2192599,47.52124342,757.0,66.0,757.0,703.8369219,53.1630781,0,4
2410.0,-106.2063286,47.52791282,759.0,43.0,759.0,703.5145956,55.4854044,0,4
2516.0,-106.0978465,47.54784466,763.0,98.0,763.0,690.3070534,72.6929466,0,4
759.0,-106.691957,47.58567164,857.0,15.0,857.0,806.0657877,50.9342123,0,4
748.0,-106.6912491,47.58764369,860.0,17.0,860.0,806.5153737,53.4846263,0,4
982.0,-106.6483524,47.56892221,849.0,147.0,849.0,793.4652423,55.5347577,0,4
690.0,-106.7087543,47.58892287,867.0,145.0,867.0,809.9848143,57.0151857,0,4
965.0,-106.6536179,47.5693593,852.0,143.0,852.0,794.5256929,57.4743071,0,4
698.0,-106.7067734,47.5873147,868.0,79.0,868.0,809.1647624,58.8352376,0,4
711.0,-106.706465,47.58560063,869.0,55.0,869.0,808.611479,60.388521,0,4
752.0,-106.7033123,47.57984367,867.0,1.0,867.0,806.3748982,60.6251018,0,4
1111.0,-106.5835497,47.5874628,847.0,66.0,847.0,787.4243974,59.5756026,0,4
1112.0,-106.5791562,47.58997088,848.0,39.0,848.0,787.3775416,60.6224584,0,4
1394.0,-106.5561028,47.55487827,825.0,94.9,825.0,773.0578063,51.9421937,0,4
1491.0,-106.5255425,47.55390319,821.0,123.0,821.0,767.3786964,53.6213036,0,4
1221.0,-106.565672,47.57357218,853.0,77.0,853.0,780.2088882,72.7911118,0,4
2298.0,-106.1859011,47.57349413,767.0,38.0,767.0,713.2930687,53.7069313,0,4
2300.0,-106.1799281,47.576921,779.0,104.0,779.0,713.2490965,65.7509035,0,4
2469.0,-106.0581198,47.59193937,748.0,104.0,748.0,696.2874394,51.7125606,0,4
654.0,-106.6846666,47.60964211,870.0,31.0,870.0,811.7651082,58.2348918,0,4
659.0,-106.6860972,47.60778547,871.0,30.0,871.0,811.476455,59.523545,0,4
691.0,-106.6795689,47.60627059,874.0,80.0,874.0,809.8797355,64.1202645,0,4
780.0,-106.6181716,47.62631031,861.0,166.0,861.0,804.8772029,56.1227971,0,4
860.0,-106.6078823,47.61457752,863.0,13.0,863.0,799.6383075,63.3616925,0,4
1098.0,-106.5428855,47.61398564,838.0,70.4,838.0,787.9891369,50.0108631,0,4
1023.0,-106.528246,47.63310458,842.0,178.0,842.0,790.9933126,51.0066874,0,4
931.0,-106.5478467,47.64004919,850.0,121.0,850.0,796.4789716,53.5210284,0,4
1376.0,-106.4705211,47.60969941,832.0,35.0,832.0,773.9769523,58.0230477,0,4
1226.0,-106.4941905,47.61570113,843.0,105.0,843.0,779.9044678,63.0955322,0,4
2376.0,-106.0837834,47.61217009,758.0,25.0,758.0,706.7250553,51.2749447,0,4
2370.0,-106.082487,47.61382896,759.0,43.0,759.0,706.9852701,52.0147299,0,4
2413.0,-106.0375361,47.62793019,761.0,63.0,761.0,703.2527879,57.7472121,0,4
2340.0,-106.0852192,47.62368287,770.0,143.0,770.0,710.356508,59.643492,0,4
2336.0,-106.0862305,47.62431215,772.0,101.0,772.0,710.7197089,61.2802911,0,4
2361.0,-106.0816032,47.62000988,770.0,105.0,770.0,708.647752,61.352248,0,4
2334.0,-106.0874931,47.62422821,773.0,90.0,773.0,710.9162249,62.0837751,0,4
2321.0,-106.090219,47.62474221,774.0,160.0,774.0,711.5459667,62.4540333,0,4
2338.0,-106.0887728,47.62175963,773.0,163.0,773.0,710.4164684,62.5835316,0,4
2425.0,-106.0394429,47.62340497,769.0,127.0,769.0,702.2582743,66.7417257,0,4
2345.0,-106.0875176,47.62091674,777.0,120.0,777.0,709.9469393,67.0530607,0,4
2169.0,-106.1170661,47.64605191,775.0,168.0,775.0,722.5054442,52.4945558,0,4
2155.0,-106.1176819,47.64807944,786.0,173.0,786.0,723.2064691,62.7935309,0,4
406.0,-107.3186852,47.27594429,903.0,93.0,903.0,827.7661083,75.2338917,0,5
533.0,-107.3068924,47.25317219,901.0,76.0,901.0,819.0535421,81.9464579,0,5
534.0,-107.3060698,47.25340473,901.0,58.0,901.0,818.9725923,82.0274077,0,5
635.0,-107.2662796,47.25725863,899.0,125.0,899.0,812.9466612,86.0533388,0,5
625.0,-107.2675702,47.25838494,901.0,121.0,901.0,813.5052076,87.4947924,0,5
857.0,-107.1971774,47.25471759,880.0,83.0,880.0,799.8141602,80.1858398,0,5
804.0,-107.2114504,47.25658462,887.0,110.0,887.0,802.9131235,84.0868765,0,5
816.0,-107.2125335,47.25371106,892.0,109.0,892.0,802.2757394,89.7242606,0,5
791.0,-107.2195121,47.25529482,902.0,70.0,902.0,803.9860923,98.0139077,0,5
977.0,-107.1727654,47.24955,884.0,55.0,884.0,793.9379048,90.0620952,0,5
960.0,-107.1808099,47.24720138,893.0,50.0,893.0,794.696835,98.303165,0,5
1169.0,-107.0959886,47.26212127,865.0,135.0,865.0,783.8310278,81.1689722,0,5
1155.0,-107.0971858,47.26331419,866.0,113.0,866.0,784.3916699,81.6083301,0,5
362.0,-107.3232062,47.28346575,918.0,84.0,918.0,830.7557625,87.2442375,0,5
365.0,-107.3214819,47.2827448,920.0,161.0,920.0,830.2374856,89.7625144,0,5
