Record #,longitude,latitude,Elev,Trend,Elev (KPB),Elev difference
649,-106.8654523,47.50017788,830,125,811.9165522,18.0834478
1699,-106.4955615,47.53260354,774,129,755.8591649,18.1408351
216,-107.0597529,47.51159973,868,17,849.7986418,18.2013582
496,-106.9019915,47.51148233,840,154,821.6953218,18.3046782
1904,-106.1706411,47.67919681,760,156,741.6209798,18.3790202
1138,-106.6747049,47.52596971,804,168,785.5975236,18.4024764
1887,-106.1620087,47.68765257,761,89,742.5876056,18.4123944
266,-107.1800958,47.40922879,860,78,841.5628642,18.4371358
1603,-106.5405481,47.52484536,780,21,761.5371484,18.4628516
967,-106.444629,47.69519448,813,94,794.4159442,18.5840558
1725,-106.4800848,47.53692552,773,156,754.3883448,18.6116552
751,-106.5005478,47.70247589,825,89,806.3838009,18.6161991
239,-107.2080126,47.40859528,865,146,846.3706287,18.6293713
667,-106.6996724,47.59885686,830,57,811.2719419,18.7280581
1854,-106.0918834,47.73459903,763,62,744.0901295,18.9098705
50,-107.2932776,47.54132406,919,108,900.069916,18.930084
895,-106.6798722,47.56545939,817,149,798.0315232,18.9684768
634,-106.8693377,47.50152733,832,113.4,812.9969051,19.0030949
1134,-106.6748178,47.52701186,805,174,785.9220534,19.0779466
39,-107.2828531,47.55404009,921,30,901.891218,19.108782
676,-106.8626595,47.49818066,830,125.2,810.8384688,19.1615312
2148,-106.2959916,47.54306812,743,131,723.7346334,19.2653666
1671,-106.4815637,47.54744328,777,79,757.7237391,19.2762609
2129,-106.299436,47.54424389,744,120,724.6856039,19.3143961
1966,-106.4452513,47.50040528,757,175,737.5617353,19.4382647
71,-107.2807501,47.53989127,917,98.9,897.4197167,19.5802833
2137,-106.2998032,47.54297099,744,128,724.3755477,19.6244523
2230,-106.1872809,47.59217774,739,68.3,719.0156825,19.9843175
2343,-106.2796485,47.5060264,730,171,710.0034455,19.9965545
1715,-106.4961822,47.52920312,775,135,754.9736128,20.0263872
1584,-106.5882032,47.5007547,783,37,762.9283303,20.0716697
603,-106.7014456,47.61005127,835,72,814.8515449,20.1484551
1998,-106.1984924,47.64276467,756,158,735.819801,20.180199
33,-107.197998,47.51630303,896,89,875.8087603,20.1912397
1885,-106.1630733,47.6875878,763,96,742.7565203,20.2434797
1934,-106.1008489,47.71447532,760,23,739.7495257,20.2504743
2360,-106.2758086,47.50374766,729,153,708.6618387,20.3381613
229,-107.1946491,47.42099119,868,153,847.5737796,20.4262204
657,-106.7016853,47.59857506,832,49,811.5494013,20.4505987
945,-106.4441797,47.69919522,816,117,795.5057432,20.4942568
147,-107.2533772,47.4257635,880,165,859.4594913,20.5405087
1907,-106.1126846,47.71305648,762,117,741.4062701,20.5937299
886,-106.6802583,47.56630856,819,146,798.3467562,20.6532438
787,-106.6917628,47.57964571,825,143,804.2724187,20.7275813
530,-106.8459373,47.53702708,840,130,819.1766167,20.8233833
1852,-106.0932287,47.7338754,765,47,744.1136648,20.8863352
1853,-106.0932287,47.7338754,765,48,744.1136648,20.8863352
973,-106.4437606,47.69463854,815,128,794.1000364,20.8999636
67,-107.2841089,47.5398154,919,55.3,897.9978354,21.0021646
874,-106.5043473,47.67469441,820,28,798.9345723,21.0654277
1074,-106.6753957,47.5363976,810,162,788.7635186,21.2364814
1860,-106.089568,47.73485498,765,79.4,743.7608501,21.2391499
508,-106.8062381,47.56655288,842,112.4,820.7323896,21.2676104
2281,-106.2669709,47.52938238,736,173,714.6159438,21.3840562
768,-106.6961041,47.5814802,827,144,805.576375,21.423625
525,-106.8463455,47.53805531,841,130,819.5471556,21.4528444
1753,-106.3756621,47.59342918,774,82,752.5062152,21.4937848
2206,-106.1911722,47.59484579,742,95,720.4806568,21.5193432
1873,-106.358873,47.57227691,765,71,743.3584338,21.6415662
149,-107.2532891,47.42525231,881,144,859.2948105,21.7051895
346,-107.1528466,47.39405932,854,148,832.2917846,21.7082154
1091,-106.4212353,47.68819835,810,118,788.2548469,21.7451531
1992,-106.1992303,47.64359377,758,154,736.1904685,21.8095315
2287,-106.264605,47.52933651,736,179,714.1876446,21.8123554
1130,-106.6749824,47.52759434,808,176,786.1236721,21.8763279
939,-106.4511423,47.69697485,818,108,796.0817197,21.9182803
1630,-106.1361742,47.76263793,782,117,760.0646686,21.9353314
68,-107.285888,47.53825018,920,21.9,897.8599838,22.1400162
1499,-106.5608815,47.53049118,789,134,766.7801793,22.2198207
962,-106.6754967,47.55666016,817,137,794.6900528,22.3099472
1197,-106.5218262,47.60501697,804,65,781.6553264,22.3446736
1503,-106.5840931,47.51596463,789,37,766.642409,22.357591
1704,-106.4957366,47.53175542,778,133,755.6399421,22.3600579
852,-106.4929953,47.68725991,823,47,800.6083341,22.3916659
1174,-106.5616879,47.58760063,806,123,783.6023927,22.3976073
130,-107.2739188,47.52727605,915,96,892.5436451,22.4563549
1868,-106.134109,47.70751102,766,60,743.5280384,22.4719616
2409,-106.2701564,47.4896293,726,29,703.5265774,22.4734226
277,-107.174353,47.40561247,862,118,839.4861406,22.5138594
932,-106.6803664,47.55971128,819,136,796.4431247,22.5568753
2070,-106.403214,47.49798506,752,121,729.4337347,22.5662653
21,-107.3151071,47.54634738,928,148,905.4252982,22.5747018
627,-106.8284723,47.52771473,836,119,813.3649816,22.6350184
1940,-106.1022687,47.71225723,762,36,739.3486225,22.6513775
1017,-106.4314555,47.69255225,814,121,791.3256518,22.6743482
669,-106.7095342,47.59244753,834,31,811.1503641,22.8496359
2002,-106.1978367,47.64087296,758,156,735.1502882,22.8497118
150,-107.2530408,47.42471727,882,136,859.0973244,22.9026756
1046,-106.4242869,47.6921106,813,130,789.9326715,23.0673285
2021,-106.1721885,47.65191741,757,38,733.8899123,23.1100877
2406,-106.267901,47.49189481,727,8,703.7944198,23.2055802
1592,-106.4398725,47.58964465,786,70,762.7088857,23.2911143
963,-106.4419272,47.69774789,818,118,794.6883611,23.3116389
1124,-106.6749474,47.52941251,810,5,786.646458,23.353542
426,-106.7209454,47.63861737,850,130,826.6281914,23.3718086
1983,-106.1995782,47.64483185,760,140,736.6172804,23.3827196
1738,-106.4828193,47.53258906,777,119,753.6039539,23.3960461
1079,-106.5255263,47.6265632,812,126,788.6033874,23.3966126
1888,-106.1421309,47.69943239,766,72,742.5605233,23.4394767
2398,-106.2685344,47.49393939,728,40,704.5063377,23.4936623
2076,-106.3427001,47.53100412,752,124,728.4265457,23.5734543
609,-106.831619,47.52918522,838,126,814.3537511,23.6462489
1457,-106.6063319,47.51174997,793,34,769.3457086,23.6542914
2380,-106.2705677,47.49842496,730,147,706.177606,23.822394
82,-107.2754679,47.53881744,920,120,896.1660999,23.8339001
2029,-106.3181921,47.56192704,757,160.8,733.164717,23.835283
2030,-106.3591559,47.53695598,757,89,733.0675044,23.9324956
1580,-106.4947061,47.5576656,787,28,763.0324801,23.9675199
1133,-106.5759405,47.58697374,810,49.1,785.9368948,24.0631052
350,-106.9424095,47.52162968,856,42,831.8318366,24.1681634
978,-106.4427512,47.69428233,818,108,793.8176193,24.1823807
1122,-106.6744148,47.53021213,811,12,786.785103,24.214897
2128,-106.1323601,47.64458827,749,132,724.7566573,24.2433427
622,-106.743126,47.58098202,838,39,813.7545115,24.2454885
2103,-106.338103,47.52786351,751,150,726.6959219,24.3040781
1476,-106.5941814,47.51663465,793,107,768.6232072,24.3767928
2150,-106.3347349,47.51921056,748,1,723.5723367,24.4276633
61,-107.293143,47.5361076,923,91,898.5372299,24.4627701
2025,-106.1671883,47.65341706,758,60,733.4522616,24.5477384
2107,-106.3255178,47.53455133,751,29,726.4381421,24.5618579
2153,-106.3406275,47.51484069,748,154,723.3281458,24.6718542
1840,-106.4532269,47.52188217,770,60,745.2489879,24.7510121
2093,-106.3391669,47.52894887,752,143,727.2012056,24.7987944
1851,-106.3608393,47.57375628,769,89,744.1377699,24.8622301
1972,-106.1719855,47.66307688,762,36,737.1273214,24.8726786
1349,-106.5781638,47.54854798,800,34.9,775.1076284,24.8923716
2017,-106.1735961,47.65174106,759,126,734.0832473,24.9167527
617,-106.8306738,47.5287504,839,117,814.0568744,24.9431256
2289,-106.265404,47.52831091,739,159,714.0260584,24.9739416
1097,-106.4195619,47.68840802,813,140,788.0203713,24.9796287
114,-107.2793869,47.52898516,919,119,894.0147459,24.9852541
2432,-106.2955998,47.46564333,726,27,700.9837064,25.0162936
2214,-106.1912785,47.59308107,745,80,719.9833041,25.0166959
803,-106.6981158,47.57130945,828,126,802.9661431,25.0338569
1481,-106.1078507,47.80633768,793,9,767.942832,25.057168
2194,-106.1919681,47.59533241,746,113.7,720.762471,25.237529
1903,-106.1396435,47.69782852,767,78,741.6550673,25.3449327
2254,-106.306741,47.51573578,743,168,717.6220554,25.3779446
1489,-106.5946004,47.51293054,793,153,767.6166995,25.3833005
693,-106.7029141,47.59093536,835,19,809.5383656,25.4616344
1080,-106.4211115,47.68903669,814,117,788.4772324,25.5227676
1154,-106.530622,47.60916501,810,53,784.4190071,25.5809929
2027,-106.0731016,47.70915954,759,169,733.3360765,25.6639235
1060,-106.4240268,47.68990033,815,109,789.242272,25.757728
1514,-106.4570365,47.59129048,792,46,766.2168202,25.7831798
2328,-106.2619946,47.52076306,737,179,711.2136678,25.7863322
2226,-106.1885809,47.5920203,745,49.5,719.1979749,25.8020251
970,-106.4407499,47.69661995,820,117,794.1495482,25.8504518
2160,-106.3349521,47.51730042,749,12,723.0479702,25.9520298
2097,-106.3304745,47.53353113,753,5,727.0150682,25.9849318
702,-106.5131297,47.7038133,835,85,808.9888996,26.0111004
2420,-106.2878315,47.47681666,729,6,702.8891116,26.1108884
2004,-106.1753906,47.6533783,761,141,734.8797112,26.1202888
1647,-106.5630398,47.50207234,785,55,758.86381,26.13619
1884,-106.0941383,47.72890896,769,147.3,742.8157538,26.1842462
958,-106.6705935,47.56006104,821,91,794.8138178,26.1861822
2149,-106.3341326,47.52008139,750,16,723.7195061,26.2804939
2217,-106.307178,47.52263238,746,138,719.7156864,26.2843136
1861,-106.0955579,47.73109987,770,144.1,743.7061659,26.2938341
1486,-106.5921294,47.51466555,794,65,767.6846068,26.3153932
1076,-106.4219825,47.68921485,815,109,788.6818383,26.3181617
850,-106.4941765,47.68662368,827,40,800.6294123,26.3705877
1618,-106.1135426,47.77769698,787,75,760.5299862,26.4700138
2239,-106.176415,47.59698665,745,66.4,718.518542,26.481458
42,-107.2790117,47.55496238,928,108,901.4743575,26.5256425
1870,-106.0877298,47.73497139,770,84.2,743.4731902,26.5268098
1871,-106.0877298,47.73497139,770,83,743.4731902,26.5268098
1109,-106.4178067,47.68756593,814,108,787.4640937,26.5359063
1595,-106.4232279,47.59876951,789,89,762.4454654,26.5545346
867,-106.5049016,47.67590187,826,31.9,799.383111,26.616889
2242,-106.1818494,47.59316063,745,87.9,718.3489811,26.6510189
2209,-106.3083955,47.5240492,747,158,720.3466109,26.6533891
1850,-106.3617481,47.57342156,771,126,744.1979066,26.8020934
220,-107.137703,47.46158047,876,120,849.1748381,26.8251619
1943,-106.4887694,47.47944942,766,18,739.1222908,26.8777092
28,-107.2155814,47.50645306,903,35,876.0919868,26.9080132
49,-107.3037339,47.53490539,927,93,900.0806124,26.9193876
2417,-106.2696702,47.48818598,730,51,703.0203653,26.9796347
1069,-106.4234906,47.68929513,816,97,788.9726833,27.0273167
2312,-106.264068,47.52191898,739,172,711.9181116,27.0818884
2101,-106.3302571,47.5328138,754,159,726.764301,27.235699
2407,-106.3065913,47.468497,731,4.8,703.757349,27.242651
2458,-106.3172641,47.4415511,725,21,697.7476928,27.2523072
2238,-106.1776025,47.59655156,746,81,718.5991065,27.4008935
62,-107.154031,47.53217415,900,78,872.5713327,27.4286673
224,-107.1985543,47.4217982,876,77,848.5054533,27.4945467
2385,-106.2705763,47.49603135,733,158,705.4771683,27.5228317
2011,-106.162937,47.65927288,762,89,734.425817,27.574183
772,-106.6143038,47.63037797,833,66,805.384579,27.615421
935,-106.4445974,47.70177237,824,62,796.3322112,27.6677888
474,-106.7520121,47.60814714,851,119,823.2423962,27.7576038
2112,-106.3260212,47.53343874,754,20.4,726.2015234,27.7984766
1625,-106.1115928,47.7776529,788,77,760.1766921,27.8233079
396,-106.9207118,47.52222022,856,57,828.1472217,27.8527783
2114,-106.3266048,47.53287411,754,157.3,726.1394191,27.8605809
1858,-106.0958836,47.73200553,772,146,744.0293433,27.9706567
2419,-106.2714737,47.48700522,731,55,702.991731,28.008269
2142,-106.327423,47.52475731,752,167,723.9076877,28.0923123
1073,-106.6414411,47.55708974,817,107,788.7908445,28.2091555
351,-106.944567,47.51998239,860,39,831.7360462,28.2639538
1694,-106.1411257,47.74802146,785,71,756.6441689,28.3558311
2219,-106.3089104,47.5212539,748,168,719.6192978,28.3807022
2465,-106.3328185,47.42827881,725,32,696.6073941,28.3926059
2168,-106.204033,47.59416262,751,72,722.5392602,28.4607398
1258,-106.4662695,47.62753399,807,29,778.4425843,28.5574157
1260,-106.48082,47.61865494,807,57,778.4102617,28.5897383
2297,-106.1546714,47.59242968,742,94,713.3633476,28.6366524
1266,-106.4672498,47.6264147,807,38,778.2870435,28.7129565
2078,-106.3159213,47.54662936,757,46,728.2847841,28.7152159
2049,-106.3424182,47.5402575,760,66,731.0862205,28.9137795
1142,-106.5666786,47.58948515,814,103,785.0340979,28.9659021
1857,-106.0958836,47.73200553,773,146.2,744.0293433,28.9706567
1007,-106.9417731,47.38512445,821,56,792.0220904,28.9779096
2188,-106.1927564,47.59548618,750,100.1,720.9464263,29.0535737
2373,-106.1095784,47.59740976,736,27,706.9135858,29.0864142
2233,-106.1837719,47.59347373,748,94,718.7790418,29.2209582
2163,-106.2063998,47.59354388,752,81,722.7736169,29.2263831
677,-106.7098956,47.59088546,840,36,810.7575574,29.2424426
2394,-106.2784195,47.48877261,734,66,704.7342019,29.2657981
2396,-106.3052318,47.47254369,734,17,704.703479,29.296521
273,-106.9938743,47.52064714,870,60,840.6981998,29.3018002
2130,-106.3408217,47.5193375,754,151,724.6789474,29.3210526
70,-107.2977772,47.53025572,927,175,897.6695815,29.3304185
2306,-106.2644164,47.52425465,742,162,712.6642281,29.3357719
2000,-106.0762374,47.7151317,765,154,735.6388277,29.3611723
2525,-106.2234901,47.47007083,719,12,689.5780067,29.4219933
2132,-106.3389523,47.51999821,754,147,724.5449564,29.4550436
2399,-106.0784483,47.60767642,734,17,704.4722357,29.5277643
2179,-106.370501,47.49045334,751,1,721.458988,29.541012
750,-106.8327222,47.50136269,836,106,806.4470464,29.5529536
1742,-106.4844747,47.53098396,783,146,753.4271526,29.5728474
1890,-106.0930995,47.72770416,772,152.1,742.2786334,29.7213666
1891,-106.0930995,47.72770416,772,154,742.2786334,29.7213666
2505,-106.3379665,47.40694683,721,33,691.2693014,29.7306986
1875,-106.0949709,47.72981879,773,144.6,743.2287372,29.7712628
1876,-106.0949709,47.72981879,773,145,743.2287372,29.7712628
587,-106.7296288,47.59756312,846,150,816.1977282,29.8022718
988,-106.4408824,47.69320807,823,104,793.1742113,29.8257887
1626,-106.1145846,47.77586033,790,80,760.1740765,29.8259235
202,-107.2088539,47.42775521,882,15,852.0742341,29.9257659
2280,-106.1587888,47.5957714,745,98,715.0661004,29.9338996
1281,-106.5137147,47.59733196,808,76,777.9769724,30.0230276
281,-107.183725,47.39793835,869,133,838.9370954,30.0629046
2162,-106.2074953,47.59317243,753,80,722.8563909,30.1436091
1248,-106.5154701,47.59915339,809,78,778.818025,30.181975
728,-106.7206047,47.57429456,838,153,807.8177319,30.1822681
2404,-106.2979644,47.47383196,734,40,703.8002784,30.1997216
653,-106.8685287,47.49781519,842,147,811.7725189,30.2274811
1381,-106.5406426,47.56661368,804,177,773.7565017,30.2434983
1978,-106.089036,47.71125886,767,174,736.740623,30.259377
2426,-106.2848029,47.4745381,732,101,701.6868272,30.3131728
2200,-106.2038223,47.58787522,751,54.9,720.6587561,30.3412439
2201,-106.2038223,47.58787522,751,54,720.6584353,30.3415647
1449,-106.4374144,47.61450115,800,123,769.5471133,30.4528867
1638,-106.403656,47.60064836,790,152,759.54576,30.45424
2295,-106.1537488,47.59341975,744,109,713.4953526,30.5046474
2087,-106.3279992,47.5365292,758,24,727.4540119,30.5459881
2448,-106.3097713,47.45174199,730,45,699.4131121,30.5868879
38,-107.1959465,47.51616238,906,109,875.4041191,30.5958809
985,-106.6451219,47.57063327,824,62,793.3936301,30.6063699
1127,-106.6270273,47.55737615,817,118,786.3252268,30.6747732
2090,-106.3289038,47.53551993,758,24,727.3191955,30.6808045
1267,-106.4791823,47.61909898,809,53,778.2500253,30.7499747
2170,-106.1274005,47.63871649,753,47,722.1640403,30.8359597
1408,-106.5443123,47.55848396,803,75,772.0319302,30.9680698
1352,-106.5814261,47.54610051,806,114.5,774.9731147,31.0268853
2125,-106.3411981,47.52003495,756,164,724.9488201,31.0511799
42,-107.2141706,47.50322285,906,83,874.9045014,31.0954986
1227,-106.568841,47.57060447,811,61,779.9025008,31.0974992
1146,-106.5050425,47.62612297,816,107,784.8626723,31.1373277
402,-107.2066414,47.34561269,859,110,827.8615299,31.1384701
2450,-106.3172784,47.44531221,730,18,698.853101,31.146899
1692,-106.1447745,47.74650048,788,72,756.8379803,31.1620197
2375,-106.3053017,47.47965148,738,177.6,706.796957,31.203043
1833,-106.3680914,47.57498371,777,104,745.7738935,31.2261065
2446,-106.3078412,47.45361767,731,62,699.6216384,31.3783616
2397,-106.0779308,47.60839212,736,31,704.5909446,31.4090554
47,-107.1630312,47.53326447,906,89,874.4903051,31.5096949
644,-106.8697167,47.49948751,844,146,812.4692485,31.5307515
2400,-106.2757151,47.4894776,736,59,704.4643813,31.5356187
694,-106.7368577,47.56958641,841,72,809.321958,31.678042
1265,-106.5920239,47.55111883,810,100,778.3117206,31.6882794
2431,-106.2946964,47.46721923,733,39,701.2872308,31.7127692
193,-107.2659601,47.49673056,914,172,882.2721923,31.7278077
395,-106.9174123,47.52463303,860,55,828.2619334,31.7380666
1242,-106.5138873,47.60146881,811,70,779.2178344,31.7821656
73,-107.2971849,47.52886382,929,175,897.1597366,31.8402634
2449,-106.3046261,47.45396924,731,48,699.1542414,31.8457586
1878,-106.0345685,47.7653984,775,45,743.1194921,31.8805079
1185,-106.4924136,47.6276107,815,132,783.070671,31.929329
2073,-106.3489158,47.52936549,761,8,729.0424092,31.9575908
1206,-106.6436234,47.52910997,813,37,781.0124569,31.9875431
1880,-106.034969,47.76472896,775,32,742.9938489,32.0061511
2391,-106.2868253,47.48453041,737,21,704.9710752,32.0289248
104,-107.2851234,47.52860998,927,83,894.9325416,32.0674584
2126,-106.1214998,47.65164134,757,114,724.9239014,32.0760986
2440,-106.3123316,47.45173971,732,45,699.8611453,32.1388547
2119,-106.1262339,47.65195487,758,100,725.8449569,32.1550431
2441,-106.3045091,47.45621113,732,46,699.7905748,32.2094252
729,-106.7150555,47.57741908,840,170,807.7459592,32.2540408
387,-106.9492204,47.50682869,861,75,828.739446,32.260554
1231,-106.5898452,47.55730382,812,77,779.7304859,32.2695141
2395,-106.0774009,47.60915293,737,39,704.720967,32.279033
2443,-106.2621246,47.48131369,732,39,699.6772623,32.3227377
132,-107.1479557,47.50118934,895,80,862.4985377,32.5014623
17,-107.3193456,47.54722454,939,22,906.4376063,32.5623937
48,-107.301688,47.53734011,933,107,900.4180881,32.5819119
2012,-106.3471662,47.54871404,767,34,734.3982028,32.6017972
1263,-106.4723498,47.62364993,811,50,778.3771535,32.6228465
390,-106.91944,47.52377125,861,65,828.3738688,32.6261312
49,-107.1947204,47.51319836,907,45,874.3244774,32.6755226
176,-107.267619,47.50595729,918,75,885.2427032,32.7572968
1270,-106.5135433,47.59830602,811,69,778.2306593,32.7693407
2187,-106.3749229,47.48642319,754,39,721.0579425,32.9420575
1064,-106.6340714,47.56246794,822,107,789.0559701,32.9440299
2332,-106.3539217,47.46470844,744,159,710.9966947,33.0033053
1716,-106.5581647,47.49169171,788,62,754.9694591,33.0305409
2173,-106.370688,47.49202579,755,16,721.9490984,33.0509016
1766,-106.8059158,47.32702861,784,116,750.912542,33.087458
2074,-106.3491611,47.52857076,762,21,728.8540535,33.1459465
921,-106.5409626,47.64545073,830,37,796.8431234,33.1568766
1700,-106.1334526,47.74977108,789,78,755.816059,33.183941
2075,-106.3496666,47.52807892,762,43,728.797346,33.202654
2549,-106.3350852,47.38996458,719,79,685.7905078,33.2094922
991,-106.6503546,47.56536612,826,91,792.7824525,33.2175475
47,-107.3032492,47.53748872,934,91,900.7434438,33.2565562
745,-106.6247744,47.62848449,840,135,806.6770474,33.3229526
1338,-106.9656883,47.31417636,809,148,775.6592283,33.3407717
2445,-106.2630125,47.48070103,733,73,699.6545114,33.3454886
2007,-106.1934509,47.64180047,768,14,734.6524263,33.3475737
2383,-106.3963748,47.42078246,739,141,705.6365744,33.3634256
810,-106.670412,47.5869593,836,148,802.6275983,33.3724017
364,-106.9059719,47.5395991,864,20,830.5835456,33.4164544
2307,-106.5363947,47.35967362,746,106,712.5528869,33.4471131
997,-106.6489924,47.56516976,826,96,792.4830878,33.5169122
2122,-106.4008409,47.48564153,759,73,725.4014719,33.5985281
2424,-106.2964646,47.46951179,736,18,702.2688554,33.7311446
2492,-106.3395712,47.41273201,727,77,693.2461002,33.7538998
168,-107.2752382,47.50464548,920,93,886.2242399,33.7757601
2389,-106.2852889,47.48630229,739,30,705.2188485,33.7811515
987,-106.65186,47.56588434,827,95,793.1987696,33.8012304
589,-106.7541775,47.58257715,850,24,816.176262,33.823738
1325,-106.5089695,47.59376826,810,79,776.1011088,33.8988912
1515,-106.5031422,47.5630712,800,46,766.0987947,33.9012053
2250,-106.1799389,47.59337825,752,93.6,718.0779093,33.9220907
2186,-106.3698389,47.48949844,755,178,721.062195,33.937805
1959,-106.4178052,47.51865438,772,60,738.0550681,33.9449319
1280,-106.6230058,47.5313203,812,20,778.0090248,33.9909752
2251,-106.176284,47.59529638,752,54.3,718.0004475,33.9995525
86,-107.2944261,47.52653445,930,52,895.9934636,34.0065364
2262,-106.1687249,47.59633644,751,102,716.9783601,34.0216399
2263,-106.168066,47.59661309,751,86.2,716.943505,34.056495
45,-107.1866432,47.51986765,909,88.9,874.8187683,34.1812317
2120,-106.4018108,47.48616957,760,102,725.7298582,34.2701418
2473,-106.3391947,47.42141078,730,17,695.7216365,34.2783635
65,-107.2035562,47.49868516,906,151,871.6947736,34.3052264
2202,-106.2032974,47.58818666,755,60.3,720.6572035,34.3427965
2552,-106.3339168,47.3898702,720,122,685.5550065,34.4449935
2319,-106.5297381,47.36029357,746,58,711.5534567,34.4465433
5,-107.220407,47.50845634,912,51,877.5337407,34.4662593
1936,-106.4200957,47.52231529,774,59,739.5293179,34.4706821
2308,-106.148147,47.59334099,747,86,712.4873,34.5127
2258,-106.170632,47.59655093,752,97,717.3748582,34.6251418
1819,-106.6880032,47.38672283,782,104,747.3441528,34.6558472
2411,-106.2955321,47.4736885,738,47,703.3315316,34.6684684
1820,-106.3775606,47.57453743,782,108.7,747.3121666,34.6878334
1698,-106.1370044,47.74929506,791,80,756.2945257,34.7054743
1726,-106.1105489,47.75809298,789,116,754.2527689,34.7472311
1184,-106.5919771,47.56800007,818,62,783.231863,34.768137
1994,-106.1748688,47.65801757,771,17,736.1476681,34.8523319
1712,-106.5597181,47.49124767,790,56,755.1120867,34.8879133
2509,-106.3428107,47.4030209,726,35,690.9756589,35.0243411
1282,-106.4694564,47.62393898,813,53,777.9515683,35.0484317
593,-106.7515058,47.58341883,851,11,815.9467085,35.0532915
1995,-106.1757865,47.65677545,771,21.6,735.9441632,35.0558368
1329,-106.5729963,47.55440482,811,56,775.9061886,35.0938114
738,-107.069427,47.3578829,842,51,806.8851728,35.1148272
1026,-106.6420248,47.56385703,826,85,790.8684305,35.1315695
2521,-106.345574,47.3975535,725,32,689.8610886,35.1389114
1439,-106.5524641,47.54599239,805,58,769.8221049,35.1778951
741,-107.069483,47.35762092,842,14,806.8180184,35.1819816
1121,-106.631435,47.55634172,822,115,786.8035416,35.1964584
2405,-106.2935567,47.47647326,739,119,703.7980532,35.2019468
2502,-106.3334642,47.41131849,727,26,691.7564956,35.2435044
17,-107.1973795,47.5199413,912,21,876.7535318,35.2464682
372,-106.9095749,47.53452707,865,35,829.7473687,35.2526313
761,-106.6187178,47.62891206,841,66,805.7333842,35.2666158
743,-107.0682817,47.35805655,842,82,806.7294027,35.2705973
2474,-106.3398524,47.42068323,731,26,695.6258556,35.3741444
1796,-106.3795734,47.57776155,784,90,748.61058,35.38942
1696,-106.1388145,47.74909715,792,76,756.5551325,35.4448675
1923,-106.1688998,47.67639823,776,31,740.4922716,35.5077284
144,-107.2936156,47.50795062,926,88.7,890.4663936,35.5336064
145,-107.2936156,47.50795062,926,89,890.4663668,35.5336332
577,-106.7537628,47.58369927,852,173.4,816.4284608,35.5715392
578,-106.7537628,47.58369927,852,175,816.4284608,35.5715392
37,-107.217388,47.50299867,911,35,875.4124504,35.5875496
2435,-106.3783988,47.41375639,736,69,700.4051003,35.5948997
173,-107.2703269,47.50469787,921,77,885.3615283,35.6384717
166,-107.1172911,47.49879037,892,116,856.3317503,35.6682497
1292,-106.4671075,47.62323121,813,46,777.3316989,35.6683011
174,-107.2705991,47.50423355,921,90,885.2772004,35.7227996
50,-107.2020342,47.50800991,910,93,874.126438,35.873562
699,-106.7172112,47.58071616,845,144,809.0886889,35.9113111
12,-107.219229,47.5076063,913,34,877.0772639,35.9227361
554,-106.8741188,47.51572069,854,109,817.9776348,36.0223652
1794,-106.3574705,47.59208928,785,39,748.9104943,36.0895057
919,-106.5517457,47.6390877,833,77,796.8847081,36.1152919
1442,-106.9323675,47.31445526,806,118,769.7926517,36.2073483
2457,-106.3013221,47.45125333,734,165,697.7791986,36.2208014
707,-106.7169736,47.57954995,845,155,808.7066157,36.2933843
1209,-106.5737144,47.57039372,817,69,780.7004407,36.2995593
2006,-106.1925745,47.64248443,771,17,734.6975618,36.3024382
158,-107.2847209,47.50374596,924,96,887.6585878,36.3414122
1213,-106.4902003,47.62045903,817,22,780.5901134,36.4098866
1507,-106.444975,47.59960434,803,61.5,766.5203204,36.4796796
1287,-106.4826581,47.61447409,814,39,777.5128476,36.4871524
62,-107.3064758,47.52774139,935,128,898.4962563,36.5037437
159,-107.2832282,47.50392868,924,69,887.4443108,36.5556892
36,-107.2209739,47.50080559,912,3,875.4197198,36.5802802
1037,-106.6422623,47.56209898,827,92,790.3975007,36.6024993
1986,-106.1690124,47.66235139,773,112,736.3920776,36.6079224
1640,-106.4326438,47.58259069,796,162,759.3729673,36.6270327
147,-107.2928234,47.50805646,927,95,890.3565755,36.6434245
1839,-106.1656047,47.69474239,782,97,745.298745,36.701255
2271,-106.5469251,47.36609183,753,136,716.2949865,36.7050135
1020,-106.6527394,47.55876308,828,73,791.278163,36.721837
2310,-106.1467777,47.59337268,749,80,712.2556434,36.7443566
1776,-106.3858173,47.57954887,787,0,750.2339992,36.7660008
167,-107.272859,47.50613246,923,70,886.2282314,36.7717686
57,-107.2858422,47.54300232,936,123,899.2280879,36.7719121
1061,-106.5791042,47.5961983,826,21,789.1879835,36.8120165
112,-107.3001963,47.51661036,931,142,894.1480873,36.8519127
938,-106.9806676,47.37540617,833,164,796.1299917,36.8700083
916,-106.5534643,47.63867752,834,130,797.0672264,36.9327736
2556,-106.3314998,47.38965535,722,18,685.0655285,36.9344715
591,-106.7544465,47.58187117,853,155,816.0175161,36.9824839
308,-106.9679352,47.52040248,873,120,836.0145503,36.9854497
2438,-106.2662154,47.47976589,737,53,699.9435943,37.0564057
2190,-106.2080253,47.5861484,758,54,720.8881864,37.1118136
2472,-106.2961571,47.44782952,733,91,695.8668577,37.1331423
2099,-106.3843445,47.500437,764,59,726.8228439,37.1771561
637,-106.8545492,47.50993805,850,63,812.8190807,37.1809193
