Record #,longitude,latitude,Elev,Trend,Elev (KPB),Elev difference
572,-106.4636255,47.76055733,786,38,816.8680066,-30.8680066
142,-107.1075697,47.62332763,860,116,890.7487748,-30.7487748
2131,-106.2269167,47.58752252,694,52,724.6130615,-30.6130615
82,-107.0797856,47.56746022,839,84,869.5833681,-30.5833681
100,-107.0634674,47.5703916,837,9,867.5327348,-30.5327348
1151,-106.3938516,47.69173758,754,132,784.4764884,-30.4764884
2088,-106.1728588,47.62951473,697,49,727.4341456,-30.4341456
630,-106.654264,47.63289492,783,165,813.1743274,-30.1743274
247,-106.9904859,47.53782099,815,128,845.0853206,-30.0853206
516,-106.8279659,47.55098345,790,104,820.049436,-30.049436
2143,-106.2753073,47.55594234,694,37,723.8650928,-29.8650928
1736,-106.3638373,47.60470999,724,63,753.7243599,-29.7243599
185,-107.0180517,47.55009879,824,113,853.5587564,-29.5587564
2068,-106.263069,47.58264006,700,129,729.5342769,-29.5342769
10,-107.2997071,47.56981056,880,48,909.4689801,-29.4689801
11,-107.2307929,47.61207017,880,112,909.4219396,-29.4219396
132,-107.2230524,47.5578519,863,117,892.3240179,-29.3240179
1643,-106.3053881,47.65861316,730,125,759.2320663,-29.2320663
737,-106.4593407,47.72949729,778,115,807.031411,-29.031411
189,-107.1718073,47.55722344,854,24,883.0041658,-29.0041658
255,-106.9733783,47.54403767,815,77,843.8521825,-28.8521825
828,-106.4635726,47.70870322,773,74,801.6959473,-28.6959473
1139,-106.1917698,47.81641119,757,149,785.5622964,-28.5622964
714,-106.569671,47.66814142,780,122,808.5324844,-28.5324844
107,-107.2410735,47.55431556,866,149,894.5140542,-28.5140542
1052,-106.4164704,47.69530265,761,39,789.4929322,-28.4929322
7,-107.2743295,47.59233611,883,101,911.4643315,-28.4643315
834,-106.4628286,47.7083168,773,137,801.4534399,-28.4534399
1083,-106.252488,47.7898873,760,150,788.4137024,-28.4137024
18,-107.2806776,47.57098259,878,51,906.4120914,-28.4120914
1708,-106.359306,47.61314095,727,75,755.3936883,-28.3936883
12,-107.2883188,47.57301695,880,73,908.3646721,-28.3646721
501,-106.7190026,47.62160403,793,134,821.3264378,-28.3264378
108,-107.0631109,47.56639374,838,45,866.3087314,-28.3087314
126,-107.0605671,47.56086048,836,13,864.2504049,-28.2504049
26,-107.1597471,47.54129904,848,44,876.2354833,-28.2354833
398,-106.8338503,47.5748699,800,62,828.0476893,-28.0476893
1607,-106.3732955,47.62345699,733,25,760.8775492,-27.8775492
192,-107.017392,47.54814875,825,114,852.8745911,-27.8745911
706,-106.5706397,47.66846108,781,124,808.7956688,-27.7956688
1306,-106.1692198,47.79971849,749,136,776.7233723,-27.7233723
511,-106.7154506,47.6212433,793,120,820.5934548,-27.5934548
238,-106.9806245,47.54870885,819,66,846.4994463,-27.4994463
186,-107.0159514,47.55009075,826,90,853.1819327,-27.1819327
1627,-106.3730095,47.62117492,733,19,760.158359,-27.158359
2123,-106.2542036,47.57283051,698,21,725.1022003,-27.1022003
4,-107.270634,47.59977009,886,28,912.9616121,-26.9616121
723,-106.461945,47.73105676,781,115,807.9453443,-26.9453443
221,-107.1438339,47.5603685,852,157,878.9329647,-26.9329647
16,-107.2845875,47.57313636,881,86,907.7345566,-26.7345566
105,-107.0555959,47.57208972,840,114,866.6240436,-26.6240436
540,-106.6271203,47.66759285,792,125,818.5076925,-26.5076925
144,-107.0685818,47.54225142,834,86,860.2713517,-26.2713517
290,-106.6525097,47.71988629,812,99,838.2458064,-26.2458064
1941,-106.2118779,47.64642117,713,98,739.2412652,-26.2412652
232,-106.9718651,47.55648145,821,142,847.2005459,-26.2005459
507,-106.7454079,47.60481054,795,24,821.1010643,-26.1010643
1727,-106.2178548,47.69329989,728,112,754.0321543,-26.0321543
1132,-106.1918188,47.81796728,760,154,786.029369,-26.029369
437,-106.6526473,47.6778546,800,58,826.0048928,-26.0048928
186,-107.169902,47.56162376,858,173,883.9417044,-25.9417044
1750,-106.358396,47.60523346,727,93,752.9231493,-25.9231493
32,-107.1252594,47.56128123,850,151,875.887244,-25.887244
1186,-106.2124361,47.7946273,757,74,782.7918948,-25.7918948
1307,-106.1695089,47.7995086,751,155,776.7145326,-25.7145326
1012,-106.2068338,47.82831966,766,122,791.6921243,-25.6921243
1444,-106.167292,47.77684797,744,120,769.6795746,-25.6795746
1984,-106.1968386,47.64613817,711,162.9,736.5176031,-25.5176031
1054,-106.1752594,47.83952542,764,55,789.4571475,-25.4571475
1458,-106.1653957,47.77681325,744,108,769.337544,-25.337544
7,-107.1375521,47.55856013,852,127,877.2870377,-25.2870377
25,-107.2757529,47.56657221,879,41,904.2555444,-25.2555444
1926,-106.1915541,47.6620115,715,114,740.2450225,-25.2450225
1328,-106.1679639,47.79790475,751,155,775.974693,-24.974693
1751,-106.2846339,47.64921065,728,82,752.8320218,-24.8320218
336,-106.81552,47.60544066,809,139,833.7030958,-24.7030958
1510,-106.3748418,47.6413085,742,45,766.3750919,-24.3750919
528,-106.4993684,47.7473189,795,176,819.28384,-24.28384
1320,-106.1685636,47.7984475,752,126,776.2390591,-24.2390591
78,-107.0948753,47.56010375,846,55,870.1380771,-24.1380771
1326,-106.1684071,47.79801721,752,141,776.0832899,-24.0832899
1208,-106.4187085,47.66479896,757,145,780.9643364,-23.9643364
1688,-106.1759025,47.72832514,733,70,756.9521807,-23.9521807
1882,-106.314953,47.59715564,719,40,742.9120768,-23.9120768
604,-106.6744005,47.62608808,791,95,814.7481679,-23.7481679
1556,-106.3334532,47.65717462,740,119,763.7413351,-23.7413351
2135,-106.2299484,47.58522255,701,59,724.4714521,-23.4714521
490,-106.7472924,47.6074633,799,114,822.2071271,-23.2071271
1244,-106.1756921,47.80425019,756,148,779.1858725,-23.1858725
1909,-106.1944545,47.66304309,718,108,741.0548718,-23.0548718
399,-106.8393421,47.57145258,805,79,828.0260501,-23.0260501
1752,-106.3564683,47.60580516,730,86,752.748802,-22.748802
1902,-106.1990377,47.66251839,719,120,741.7075499,-22.7075499
46,-107.1153039,47.56297708,852,61,874.6062091,-22.6062091
1952,-106.3227609,47.57759407,716,53,738.5577887,-22.5577887
785,-106.5813668,47.64742026,782,107,804.5429974,-22.5429974
584,-106.4934963,47.74071905,794,116,816.3202305,-22.3202305
85,-107.072068,47.57101035,847,121,869.2415451,-22.2415451
1092,-106.3931383,47.70498217,766,120,788.2245292,-22.2245292
687,-106.6417044,47.630142,788,83,810.1535732,-22.1535732
195,-107.1911068,47.54187373,860,122,881.994497,-21.994497
19,-107.1310789,47.56054331,855,81,876.7098504,-21.7098504
497,-106.8346318,47.55232571,800,115,821.6248223,-21.6248223
265,-106.9712779,47.53763997,820,90,841.6184963,-21.6184963
180,-107.0466917,47.53603947,833,15,854.5691098,-21.5691098
195,-107.0374486,47.53480036,831,24,852.5651749,-21.5651749
374,-106.8438301,47.57392701,808,68,829.5437852,-21.5437852
182,-107.0443156,47.53712569,833,102,854.4628582,-21.4628582
183,-107.0443156,47.53712569,833,100.5,854.4627588,-21.4627588
469,-106.830339,47.56111366,802,60,823.4214087,-21.4214087
1,-107.3455716,47.59611084,904,158,925.2738745,-21.2738745
167,-107.0509504,47.53927478,835,79,856.2681023,-21.2681023
1527,-106.1573454,47.76773504,744,161,765.2646097,-21.2646097
394,-106.8405675,47.5715139,807,102,828.2622273,-21.2622273
2047,-106.2779693,47.57903774,710,107,731.098909,-21.098909
566,-106.4964298,47.74160762,796,113,817.0974147,-21.0974147
1279,-106.3868247,47.67400683,757,127,778.0488259,-21.0488259
122,-107.2432709,47.54787465,872,49,893.0401956,-21.0401956
163,-107.0550698,47.539273,836,154,857.0009466,-21.0009466
196,-107.2189792,47.52467235,861,44,881.9802504,-20.9802504
1304,-106.4227531,47.64845352,756,67,776.8954048,-20.8954048
2080,-106.1704625,47.63248153,707,55,727.8851229,-20.8851229
214,-107.0212227,47.53543853,829,73,849.8632001,-20.8632001
1522,-106.380515,47.63580557,745,120,765.761898,-20.761898
194,-107.0464331,47.52973619,832,135,852.6945672,-20.6945672
263,-106.995064,47.52609748,822,33,842.4960243,-20.4960243
199,-107.0377097,47.53399486,832,179,852.3757986,-20.3757986
717,-106.516408,47.69964895,788,65,808.3503295,-20.3503295
2270,-106.3260095,47.49976777,696,68,716.3380187,-20.3380187
127,-107.0998559,47.53670671,844,69,864.2315634,-20.2315634
489,-106.838124,47.55222478,802,77,822.2140973,-20.2140973
347,-106.8190612,47.59782604,812,132,832.1119314,-20.1119314
212,-107.0402495,47.52445635,830,125,850.059273,-20.059273
222,-107.0344135,47.52435311,829,133.6,848.9909304,-19.9909304
592,-106.7219495,47.60151192,796,97,815.9889011,-19.9889011
151,-107.0178218,47.56868448,839,36,858.9184066,-19.9184066
1535,-106.3776481,47.63461631,745,120,764.9094874,-19.9094874
87,-107.1158175,47.54272113,849,44,868.8202865,-19.8202865
312,-106.952948,47.52890131,816,48,835.8193762,-19.8193762
2022,-106.2828145,47.58521929,714,130.5,733.7646428,-19.7646428
1473,-106.1652198,47.77491652,749,128,768.7484053,-19.7484053
1919,-106.1946843,47.66143908,721,120,740.6276994,-19.6276994
2326,-106.2083808,47.55362574,692,163,711.4171176,-19.4171176
1847,-106.2050784,47.66803379,725,126,744.3816622,-19.3816622
563,-106.7089645,47.6137547,798,53,817.2628143,-19.2628143
629,-106.4903891,47.73186954,794,122,813.1876591,-19.1876591
1224,-106.2194159,47.78076885,761,65,779.9494213,-18.9494213
571,-106.7253771,47.60257617,798,64,816.9053933,-18.9053933
420,-106.5141288,47.76450896,808,118,826.9003268,-18.9003268
181,-107.1811075,47.55742481,866,120,884.721845,-18.721845
1693,-106.1782238,47.7259979,738,29,756.6747537,-18.6747537
487,-106.644293,47.67063226,804,98,822.4244648,-18.4244648
1418,-106.4383192,47.62032054,753,124,771.4078396,-18.4078396
583,-106.4974052,47.73840964,798,7,816.3322341,-18.3322341
647,-106.4903482,47.72856784,794,103,812.2160554,-18.2160554
381,-106.8409744,47.57401789,811,88,829.0654529,-18.0654529
220,-107.1598802,47.55068193,861,131,878.98227,-17.98227
1911,-106.1967999,47.66134504,723,118,740.9714126,-17.9714126
440,-106.8226429,47.57455369,808,46,825.9680667,-17.9680667
726,-106.6158709,47.63803127,790,178,807.8919305,-17.8919305
193,-107.0404076,47.53400987,835,119,852.8615025,-17.8615025
184,-107.0506214,47.53084015,836,145,853.7588339,-17.7588339
2083,-106.2134386,47.60629178,710,158,727.7466748,-17.7466748
389,-106.8374456,47.57425446,811,79,828.5057738,-17.5057738
1387,-106.4083258,47.64524832,756,136,773.4179692,-17.4179692
131,-107.1115807,47.5262421,846,121,863.2824358,-17.2824358
219,-107.0171269,47.53569963,832,68,849.2080806,-17.2080806
735,-106.4661476,47.72588334,790,107,807.1724996,-17.1724996
384,-106.8393502,47.5743409,812,66,828.8699138,-16.8699138
1619,-106.1849896,47.73502499,744,103,760.510403,-16.510403
322,-106.8813377,47.57011435,819,129,835.0871911,-16.0871911
456,-106.779811,47.59412279,808,61,824.0779006,-16.0779006
2063,-106.2717642,47.5787018,714,116,729.909106,-15.909106
1135,-106.4365508,47.67087549,770,87,785.8820553,-15.8820553
652,-106.480538,47.73298685,796,111,811.7812963,-15.7812963
371,-106.5261219,47.76709443,814,89.3,829.7656954,-15.7656954
1951,-106.1814854,47.66262852,723,52.3,738.6598992,-15.6598992
129,-107.0425524,47.5697133,848,67,863.6144103,-15.6144103
203,-107.0238968,47.53966559,836,101,851.5651543,-15.5651543
223,-107.0161077,47.53407085,833,111,848.5553217,-15.5553217
388,-106.5203748,47.76635192,813,104.8,828.5394923,-15.5394923
2277,-106.2010635,47.57193265,700,105,715.4975397,-15.4975397
2057,-106.2214578,47.61070565,715,129,730.4481776,-15.4481776
500,-106.7499837,47.60318412,806,34,821.4369672,-15.4369672
2089,-106.212888,47.60549678,712,141,727.4187271,-15.4187271
1430,-106.4061272,47.63625929,755,167,770.4005209,-15.4005209
1848,-106.2068333,47.66672865,729,99,744.3094579,-15.3094579
914,-106.5062018,47.6673817,782,162,797.1244349,-15.1244349
2059,-106.2195255,47.61058224,715,134,730.0745521,-15.0745521
259,-106.9648039,47.54610159,828,17,842.9277283,-14.9277283
152,-106.9306031,47.62189037,844,142,858.8934001,-14.8934001
403,-106.5174343,47.76574299,813,110.3,827.8447884,-14.8447884
153,-107.0185286,47.56770021,844,48,858.7581724,-14.7581724
1863,-106.2033819,47.66666593,729,113.5,743.6843965,-14.6843965
1864,-106.203368,47.66663908,729,115.8,743.6765375,-14.6765375
829,-106.5069162,47.68247994,787,157,801.6627777,-14.6627777
262,-106.9643514,47.54537148,828,6,842.635691,-14.635691
377,-106.8203212,47.58774602,815,42,829.3991928,-14.3991928
1525,-106.4239669,47.60835227,751,121,765.3774141,-14.3774141
27,-107.156046,47.54340236,862,161,876.1880294,-14.1880294
1375,-106.4466772,47.62418356,760,110,774.0083999,-14.0083999
1136,-106.4086419,47.68719293,772,129,785.7456038,-13.7456038
2102,-106.371719,47.50765233,713,62,726.7080396,-13.7080396
747,-106.4644482,47.72472632,793,79,806.5371667,-13.5371667
574,-106.4963364,47.73974627,803,27,816.5341638,-13.5341638
267,-106.9679098,47.53889461,828,91.5,841.3861761,-13.3861761
720,-106.5146963,47.70037341,795,80,808.2610999,-13.2610999
221,-107.0486549,47.51582992,836,136,849.0493107,-13.0493107
477,-106.4998028,47.7596493,810,126.5,822.9626534,-12.9626534
922,-106.5051346,47.66686483,784,13,796.7861622,-12.7861622
462,-106.7782497,47.59397605,811,94,823.7599114,-12.7599114
746,-106.4619685,47.72665649,794,87,806.6629047,-12.6629047
1479,-106.4010984,47.63290159,756,145,768.5344855,-12.5344855
176,-107.0562007,47.5325129,843,75,855.238608,-12.238608
1158,-106.4420988,47.66191588,772,38,784.2367993,-12.2367993
272,-106.9655512,47.53871911,829,111,840.9151675,-11.9151675
764,-106.6122857,47.63270987,794,106,805.7089686,-11.7089686
304,-106.96542,47.52418897,825,63,836.6676374,-11.6676374
172,-107.0558202,47.53399547,844,169,855.6022384,-11.6022384
2293,-106.1968342,47.56780178,702,77,713.546239,-11.546239
930,-106.530525,47.6505124,785,145,796.4792729,-11.4792729
472,-106.891966,47.52298617,812,80,823.2622947,-11.2622947
212,-107.1426059,47.56513363,869,61,880.0961587,-11.0961587
329,-106.9282241,47.53798524,823,36,834.0686045,-11.0686045
805,-106.5898266,47.63659561,792,121,802.8769025,-10.8769025
928,-106.5259388,47.65398375,786,34,796.6857368,-10.6857368
465,-106.7786757,47.59280867,813,78,823.4941977,-10.4941977
1605,-106.4643184,47.57005218,751,141,761.2926188,-10.2926188
1203,-106.4354158,47.65571911,771,78,781.248233,-10.248233
156,-106.9781694,47.59045854,848,159,858.1990316,-10.1990316
459,-106.8202596,47.56909361,814,41,823.9581391,-9.9581391
159,-106.9754647,47.59104507,848,160,857.8879898,-9.8879898
160,-106.9754647,47.59104507,848,160,857.8879898,-9.8879898
2081,-106.3756621,47.50913478,718,35,727.8355462,-9.8355462
769,-106.585851,47.64819517,796,153,805.5601983,-9.5601983
1869,-106.1508976,47.69745524,734,44,743.5174131,-9.5174131
257,-106.9986964,47.52694305,834,58,843.3867805,-9.3867805
256,-106.9643742,47.54882646,835,63,843.644059,-8.644059
447,-106.8138047,47.57776224,817,125,825.3378614,-8.3378614
1346,-106.4450504,47.62938694,767,120,775.2430882,-8.2430882
1824,-106.1964291,47.68125223,739,81,746.7420717,-7.7420717
249,-106.9803995,47.54273781,837,13,844.7235316,-7.7235316
1362,-106.4439595,47.6274751,767,173,774.4939163,-7.4939163
453,-106.8152257,47.57386151,817,68,824.4541395,-7.4541395
2010,-106.3986428,47.51783694,727,71,734.4348833,-7.4348833
1235,-106.2162037,47.78098289,773,44,779.4507347,-6.4507347
815,-106.6080373,47.62353747,796,3,802.2803935,-6.2803935
1424,-106.4512374,47.6105389,765,108,770.8220222,-5.8220222
16,-107.1707192,47.5363586,871,49,876.7594016,-5.7594016
710,-106.6337873,47.62981415,803,107,808.6581446,-5.6581446
929,-106.5058813,47.66596423,791,134,796.6529947,-5.6529947
279,-106.9815178,47.52339894,834,108.6,839.3012941,-5.3012941
1849,-106.153993,47.69820696,739,72,744.2787909,-5.2787909
367,-106.8516901,47.57132583,825,25,830.1805148,-5.1805148
839,-106.5042595,47.68229885,796,106,801.1404818,-5.1404818
1879,-106.3525642,47.5751319,738,61,743.0831127,-5.0831127
781,-106.5847603,47.64647362,800,162,804.8677181,-4.8677181
537,-106.8512543,47.53255017,814,146,818.8178906,-4.8178906
2374,-106.2045779,47.54022262,702,110,706.8169159,-4.8169159
2045,-106.3695222,47.5263228,727,59,731.7851534,-4.7851534
597,-106.8567904,47.51774834,811,111,815.4905869,-4.4905869
1722,-106.4660954,47.54559052,750,89,754.4523073,-4.4523073
1881,-106.1810598,47.67741642,739,110,742.9219942,-3.9219942
2054,-106.3828991,47.51466259,727,89,730.7304349,-3.7304349
2121,-106.1916377,47.61241402,722,125,725.7137836,-3.7137836
1866,-106.1759203,47.68289493,740,111,743.6296761,-3.6296761
1488,-106.3538561,47.65819535,764,159,767.6252407,-3.6252407
1676,-106.1749412,47.73064742,754,40,757.4643238,-3.4643238
1455,-106.1430128,47.79031896,766,17,769.3839943,-3.3839943
2208,-106.2153828,47.57994302,717,75,720.3637048,-3.3637048
1459,-106.1447873,47.7890416,766,14,769.3191558,-3.3191558
2365,-106.203294,47.54508607,705,104,708.0181328,-3.0181328
190,-107.2323599,47.51910341,880,146,882.7536427,-2.7536427
243,-106.9993062,47.53424812,843,79,845.6201779,-2.6201779
1480,-106.3554893,47.66006563,766,178,768.4602551,-2.4602551
1495,-106.3534652,47.65698524,765,165,767.2042707,-2.2042707
1465,-106.1454467,47.78806327,767,4.8,769.1497531,-2.1497531
1856,-106.1527941,47.69823701,742,98,744.0789087,-2.0789087
846,-106.5581058,47.64880936,799,168,800.8482184,-1.8482184
333,-106.9560192,47.52003052,832,104,833.7873415,-1.7873415
1538,-106.4371801,47.59818161,763,133.6,764.7327404,-1.7327404
1198,-106.3960904,47.68075088,780,121,781.6537528,-1.6537528
1445,-106.142765,47.7911942,768,17,769.5993491,-1.5993491
2133,-106.3684262,47.50205881,723,174,724.4872397,-1.4872397
95,-107.2388375,47.55861553,894,44,895.3633433,-1.3633433
1546,-106.4355848,47.59724779,763,138.4,764.1795039,-1.1795039
1533,-106.4378709,47.59911775,764,133.3,765.1281947,-1.1281947
1534,-106.4378709,47.59911775,764,121.4,765.1281947,-1.1281947
1437,-106.142987,47.79279358,769,20,770.1083659,-1.1083659
1438,-106.1433298,47.79198937,769,15,769.9308158,-0.9308158
161,-107.0800578,47.52698939,857,124,857.8823955,-0.8823955
2127,-106.1831156,47.61450878,724,132.8,724.8347107,-0.8347107
2151,-106.3666291,47.49983969,723,169,723.5225245,-0.5225245
513,-106.8960395,47.51105902,820,109,820.5162007,-0.5162007
2134,-106.1893117,47.6095948,724,126,724.4784244,-0.4784244
216,-107.1773195,47.54139856,879,113.9,879.3988596,-0.3988596
2296,-106.2271361,47.5491075,713,163,713.3888721,-0.3888721
1432,-106.1427403,47.7937228,770,8,770.3360246,-0.3360246
1463,-106.3560365,47.66216469,769,164,769.1719626,-0.1719626
1464,-106.1454467,47.78806327,769,6,769.150173,-0.150173
368,-106.8528043,47.57049798,830,25,830.1382725,-0.1382725
2302,-106.2273843,47.54778213,713,158,713.0442327,-0.0442327
227,-107.0384401,47.51855857,848,43,848.0233329,-0.0233329
89,-107.2351927,47.562619,896,17,895.8736359,0.1263641
1471,-106.145684,47.78671124,769,18,768.794574,0.205426
1557,-106.4342085,47.59653617,764,143.2,763.7273594,0.2726406
1474,-106.0291725,47.85575609,769,127,768.7257483,0.2742517
1451,-106.3564079,47.66313207,770,2,769.5188671,0.4811329
1818,-106.3297788,47.60371523,748,122,747.4419807,0.5580193
1456,-106.0301927,47.85731251,770,138,769.3611778,0.6388222
1190,-106.3987496,47.6815373,783,142,782.348699,0.651301
2154,-106.3665543,47.49900375,724,166,723.262332,0.737668
2333,-106.3751452,47.4517053,712,126,710.9364418,1.0635582
2357,-106.2209515,47.537467,710,160,708.8909583,1.1090417
1426,-106.1432677,47.79463531,772,359,770.6964864,1.3035136
225,-107.0325955,47.52268465,850,31,848.1817486,1.8182514
2115,-106.1863657,47.61700364,728,144,726.1349182,1.8650818
1945,-106.2757762,47.60699203,741,128,738.9054833,2.0945167
2304,-106.2277988,47.54675191,715,160,712.8140779,2.1859221
1172,-106.1594765,47.82935664,786,163,783.7166828,2.2833172
1761,-106.2862448,47.64431571,754,6,751.6788845,2.3211155
1150,-106.1622163,47.83057961,787,154,784.5548765,2.4451235
1938,-106.3351287,47.57344661,742,99,739.5186479,2.4813521
2324,-106.2247195,47.54406741,714,154,711.4864134,2.5135866
1153,-106.1617455,47.83044041,787,138,784.4325327,2.5674673
77,-107.1433677,47.53069131,873,111.2,870.2399103,2.7600897
1975,-106.3498547,47.55559297,740,119,736.8845052,3.1154948
98,-107.1282901,47.5317371,871,126,867.8561721,3.1438279
2309,-106.2263665,47.54574145,716,152,712.2661517,3.7338483
2001,-106.4517773,47.48859814,739,177,735.2598654,3.7401346
1409,-106.1473133,47.79643946,776,113,771.9343553,4.0656447
1441,-106.4567305,47.60374771,774,121,769.8063165,4.1936835
1967,-106.3520574,47.55647583,742,109,737.5304805,4.4695195
2009,-106.4498759,47.48703851,739,177,734.4687619,4.5312381
1837,-106.4016841,47.55371143,750,105,745.4674303,4.5325697
1889,-106.2886912,47.6111487,747,69,742.3919323,4.6080677
1900,-106.2840011,47.61197513,747,76,741.8104493,5.1895507
2164,-106.3674609,47.49659042,728,175,722.7176793,5.2823207
1886,-106.2919506,47.61004127,748,72,742.6409149,5.3590851
2051,-106.4006189,47.50474745,737,125,730.9533218,6.0466782
1883,-106.2947498,47.60916389,749,73,742.8757001,6.1242999
1811,-106.3288399,47.60551672,754,80,747.8039759,6.1960241
1935,-106.4242533,47.51985221,746,23,739.5438799,6.4561201
1836,-106.3992147,47.55531626,752,102,745.5011341,6.4988659
1655,-106.0491492,47.80888673,765,120,758.4419475,6.5580525
264,-106.9754108,47.53764981,849,74,842.3582933,6.6417067
913,-106.5412057,47.64647324,804,111,797.1843192,6.8156808
9,-107.1921677,47.52461233,884,89,877.1770877,6.8229123
2157,-106.3324836,47.5189578,730,17,723.100795,6.899205
2390,-106.1992986,47.5377225,713,118,705.1559215,7.8440785
1187,-106.3937769,47.68593482,791,124,782.7646398,8.2353602
1937,-106.4252451,47.51920101,748,24,739.5281444,8.4718556
2046,-106.1792887,47.63901361,740,127,731.3508769,8.6491231
1529,-106.0730949,47.81783394,774,127,765.2476174,8.7523826
1646,-106.0507033,47.80978127,768,123,758.9749704,9.0250296
1099,-106.5255483,47.62411544,797,108,787.8907046,9.1092954
1589,-106.357381,47.6395279,772,15,762.7800524,9.2199476
2008,-106.1888882,47.64432228,745,114,734.5901908,10.4098092
1928,-106.3587672,47.56150745,751,72,740.1875316,10.8124684
2344,-106.2350726,47.53278974,721,77,710.0013733,10.9986267
809,-106.5742552,47.64516959,814,111,802.6328701,11.3671299
2066,-106.3306278,47.54221254,741,68,729.581291,11.418709
2276,-106.1385982,47.60936259,727,144,715.5143544,11.4856456
1830,-106.4010516,47.55740839,758,115,746.4381538,11.5618462
2350,-106.2352054,47.53052079,721,89,709.3590481,11.6409519
2014,-106.1873848,47.64437384,746,115,734.3413453,11.6586547
1544,-106.4880335,47.56612965,776,45,764.3289577,11.6710423
1421,-106.4480419,47.61335969,783,41,771.0837913,11.9162087
1207,-106.5033755,47.61394346,793,77,781.0102194,11.9897806
1581,-106.3609117,47.63809137,775,10,762.9807923,12.0192077
2044,-106.1814843,47.63955789,744,134.4,731.8923505,12.1076495
920,-106.5395907,47.64634196,809,89,796.8631771,12.1368229
1823,-106.4604411,47.52287929,759,62,746.8150252,12.1849748
1717,-106.0348968,47.80480522,767,148,754.7553498,12.2446502
2084,-106.1387394,47.65078766,740,130,727.6940617,12.3059383
1999,-106.3665903,47.5413037,748,64,735.6525165,12.3474835
1922,-106.3568479,47.56388768,753,157,740.546816,12.453184
626,-106.8402206,47.52099397,826,115,813.4934636,12.5065364
2069,-106.3290099,47.54287017,742,97,729.4897449,12.5102551
1754,-106.4804131,47.53018164,765,106,752.4747553,12.5252447
662,-106.5005634,47.71973372,824,3,811.429725,12.570275
134,-107.2602843,47.43161159,875,173,862.3893334,12.6106666
491,-106.7090596,47.62973398,835,125,821.939029,13.060971
2019,-106.1869325,47.64321779,747,121,733.9229592,13.0770408
1650,-106.4357246,47.57853002,772,68,758.7276292,13.2723708
2055,-106.4203551,47.49206012,744,97,730.7267565,13.2732435
1955,-106.4485118,47.50115598,752,131,738.3565189,13.6434811
2138,-106.205156,47.59962161,738,93,724.3371938,13.6628062
1659,-106.4825648,47.54853712,772,74,758.2195847,13.7804153
2079,-106.3231771,47.54185785,742,108,728.1672545,13.8327455
1047,-106.4255926,47.6911226,804,105,789.8741109,14.1258891
2265,-106.2071454,47.57275061,731,61,716.8069208,14.1930792
1537,-106.4609408,47.58389836,779,70,764.7452691,14.2547309
1015,-106.4306149,47.69348953,806,103,791.4525819,14.5474181
1460,-106.4582916,47.60103744,784,110,769.2881933,14.7118067
773,-106.4877801,47.70629534,820,114,805.2516997,14.7483003
2037,-106.1824129,47.63999822,747,134,732.1842904,14.8157096
532,-106.6951743,47.62844637,834,129,819.1059831,14.8940169
551,-106.6939382,47.62562122,833,118,818.063948,14.936052
2,-107.2998517,47.60618853,935,158,920.0295217,14.9704783
197,-107.2285346,47.51848496,897,62,881.8930855,15.1069145
1899,-106.387929,47.5497576,757,84,741.887079,15.112921
1031,-106.4271952,47.69271331,806,118,790.6221478,15.3778522
72,-107.2895746,47.53441521,913,110,897.4091361,15.5908639
1543,-106.4601492,47.5831706,780,71,764.3921207,15.6078793
202,-107.2267901,47.51775399,897,65,881.3671137,15.6328863
2015,-106.3681453,47.53569731,750,90,734.2848052,15.7151948
585,-106.8073613,47.55050925,832,142,816.2565802,15.7434198
2016,-106.367319,47.53559919,750,109,734.1106777,15.8893223
1894,-106.1716183,47.67999664,758,120,742.0260152,15.9739848
2052,-106.1790175,47.63761272,747,138,730.8911743,16.1088257
200,-107.2280814,47.51813383,898,66,881.7097683,16.2902317
41,-107.2828894,47.55334648,918,179,901.6987397,16.3012603
99,-107.26882,47.44445498,884,147,867.6369098,16.3630902
2085,-106.1371006,47.65136179,744,171,727.5756065,16.4243935
1428,-106.5583254,47.54466213,787,119,770.4674678,16.5325322
1000,-106.4343156,47.69430712,809,101,792.34107,16.65893
798,-106.6910832,47.57671333,820,147,803.2966383,16.7033617
1093,-106.6754635,47.53435401,805,173,788.1786281,16.8213719
739,-106.5944854,47.64750859,824,121,806.8839154,17.1160846
845,-106.6955796,47.56565111,818,74,800.8687347,17.1312653
236,-107.2088299,47.40911944,864,130,846.6663368,17.3336632
1673,-106.424578,47.58136845,775,169,757.5929201,17.4070799
1872,-106.3259763,47.59223277,761,146,743.4103553,17.5896447
1906,-106.1374412,47.69830026,759,64,741.407503,17.592497
582,-106.6881174,47.62342152,834,129,816.3950834,17.6049166
2273,-106.3776185,47.46817841,734,38,716.1951243,17.8048757
268,-107.1803112,47.40770392,859,121,841.158417,17.841583
2156,-106.2938465,47.54230051,741,120,723.1313462,17.8686538
1855,-106.0918834,47.73459903,762,61.8,744.0901295,17.9098705
1892,-106.387484,47.55051883,760,84.8,742.0285146,17.9714854
1893,-106.3874707,47.55051899,760,86,742.027416,17.972584
896,-106.682099,47.56400502,816,156,798.0001564,17.9998436
2366,-106.2743002,47.50232473,726,143,707.979879,18.020121
145,-107.2536378,47.42720716,878,152,859.9258681,18.0741319
